Author,Date,Title,Journal,Journal ID,Volume,Page Start,Page End,Keword,Keword2,Reprint,LookupNumber,PDF
"Hubbard, M.D. and H.M. Savage.",1981,The fossil Leptophlebiidae (Ephemeroptera): A systematic and Phylogenetic review.,,218,55,810,813,"fossil, Leptophlebiidae, phylogeny",,1,622,0
"Hubbard, M.D. and M.L. Pescador.",1978.,A catalog of the Ephemeroptera of the Philippines.,,312,19,91,99,"Philippines, Ephemeroptera",,0,1005,1
"Hubbard, M.D. and W.L. Peters.",1976.,The number of genera and species of mayflies (Ephmeroptera).,,141,87,245,,Ephemeroptera,,0,554,0
"Hubbard, M.D. and W.L. Peters.",1978.,A catalogue of the Ephemeroptera of the Indian Subregion.,,284,Supplement 9,1,43,"India, Ephemeroptera, Oriential Region, Indian Subregion",,1,601,0
"Hughes, R.M. and R.F. Noss.",1992.,Biological diversity and biological integrity: Current concerns for lakes and streams.,,1881,17,11,19,"ecology, conservation, rivers, biodiversity, biological integrity, extinction, ethics, river ecology",,0,289,1
"Hunt, B.P.",1953.,"The life history and economic importance of a burrowing mayfly, ^Hexagenia limbata^, in Southern Michigan lakes.",,1862,4,1,151,"Ephemeroptera, Ephemeridae, Hexagenia limbata, Michigan, life history,",,1,408,0
"Huryn, A.D. and J B. Wallace.",1987,"The exopterygota insect community of a mountain stream in North Carolina, U.S.A.: life histories, production, and functional structure.",,423,9,229,251,"life history, production, North Carolina, functional structure, Ephemeroptera, Ameletus, Baetis, Epeorus, Leucrocuta, Nixe, Stenacron, Stenonema, Ephemerellidae, Serratella, Leptophlebiidae, Habrophlebia, Paraleptophlebia, Heptageniidae, Baetidae",,0,55,0
"Hynes, H.B.N.",1975.,The stream and its valley.,Internationale Vereinigung fur Theorestische and Angewanddte Limnologie Verhandlungen,,19,1,15,"ecology, stream ecosystem, rivers, energy flow, nutrient cycling",,0,287,0
"Hynes, H.B.N.",1961.,The invertebrate fauna of a Welsh mountain stream.,,1854,57,344,388,"ecology, community structure, stream communities, aquatic ecology, invertebrate communities, community orginzation",,0,296,0
"Hynes, H.B.N.",1980.,A name change in the secondary production business.,,1831,25,778,,"production, life history",,0,340,1
"Hynes, H.B.N.",1974.,Further study on the distribution of stream animals within the substratum,Limnology and Oceanography.,,19,92,99,"ecology, stream substratum",,0,1156,0
"Hynes, H.B.N. and M.J. Coleman.",1968,A simple method of assessing the annual production of stream benthos.,,1831,13,569,573,"life cycle, production, life history, annual production",,0,56,1
I. Muller-Liebenau and T. Soldan,1981.,"^Baetis balcanicus^ sp. n., a new species of the genus Baetis from Bulgaria and Greece.",,1041,4,291,295,"Baetidae, Baetis, new species, Bulgaria, Greece",,0,659,0
"Ide, F.P.",1930.,Contribution to the biology of Ontario mayflies with description of new species.,,116,62,218,231,"Eurycaenis pallida, pygmaeus, vagans, pluto, brunneicolor, carolina, Centroptilum convexum, bellum, Cloeon mendax, rubropicta, Callibaetis americanus, Isonychia siccus, Iron, Siphlonurus, Epeorus, Ecdyonurus",,0,552,0
"Ide, F.P.",1937,Descriptions of eastern North American species of Baetine mayflies with particular reference to the nymphal stages.,,116,69,219,231,"Baetis, Heterocloeon, Pseudocloeon, Cloeon",,0,720,0
"Ide, F.P.",1937,Descriptions of eastern North American species of Baetine mayflies with particular reference to the nymphal stages.,,116,69,235,243,"Baetis, Heterocloeon, Pseudocloeon, Cloeon",,0,721,0
"Jackson, John K.",1988.,"Diel emergence, swarming and longevity of selected adult aquatic insects from a Sonoran Desert stream.",,29,119,344,352,"Ephemeroptera, emergence, swarming, mating",,0,168,1
"Jacob, Udo and Adam Glazaczow.",1986.,"^Pseudocentroptiloides^, a new Baetid genus of Palaearctic and Oriental distribution (Ephemeroptera).",,423,8,197,206,"Ephemeroptera, Baetidae, Pseudocentroptiloides",,0,105,1
"Jacobi, David I. and Arthur C. Benke.",1991.,Life histories and abundance patterns of snag-dwelling mayflies in a blackwater Costal Plain river.,,1509,10,372,387,"Ephemeroptera, life history, ecology, life cycles, Baetidae, Baetis, Ephemerellidae, Ephemerella, Eurylophella, Heptageniidae, Heptagenia, Stenonema, Caenidae, Caenis, Tricorythidae, Tricorythodes, Isonychiidae, Isonychia",,0,83,1
"Jacobs, L.M., W.P. McCafferty, and S. Spichiger.",2002.,First adult description for ^Ephemerella hispida^ (Ephemeroptera: Ephemerellidae),,141,113,342,343,"Ephemerellidae, Ephemerella hispida",,0,903,0
"Jacobs, Luke M. and W.P. McCafferty.",2007.,Reinstatement of ^Serratella serratoides^ (McDunnough) and status of ^Ephemerella molita^ (McDunnough) (Ephemeroptera: Ephemerellidae).,,309,109,730,732,"Ephemerellidae, Serratella serratoides, Ephemerella molita",PDF,0,1120,1
"Jacobs, W.L.",1990,A new distributional record for the sand-burrowing mayfly ^Dolania americana^ (Ephemeroptera: Behningiidae).,,141,101,219,221,"Ephemeroptera, Behningiidae, Dolania americana, distribution,",,0,174,1
"Jacobus, L.M. and W.P. McCafferty",2004,Contribution to the morphology and descriptive biology of ^Caurinella idahoensis^ (Ephemeroptera: Ephemerellidae),,1842,64,101,108,"Ephemerellidae, Caurinella idahoensis",,0,845,0
"Jacobus, L.M. and W.P. McCafferty.",2002.,"Provancher's ^quebecensis^ mayfly species (Ephemeroptera: Leptophlebiidae, Siphlonuridae).",,141,113,315,317,"Ephemerella quebecensis, Leptophlebia cupida, Siphlonuridae",,0,475,1
"Jacobus, L.M. and W.P. McCafferty.",2001.,The mayfly fauna of New York state (Insecta: Ephemeroptera).,,217,109,47,80,"New York, biodiversity, survey",,1,783,0
"Jacobus, L.M. and W.P. McCafferty.",2001.,Adult descriptions and commentary for two species of southeastern Nearctic ^Ephemerella^ (Ephemeroptera: Ephemerellidae).,,141,112,294,298,"Ephemerella choctawhatchee, invaria, rossi",,1,787,0
"Jacobus, L.M. and W.P. McCafferty.",2001.,Additions to the Canadian Ephemeroptera,,217,109,367,371,"new records, Canada",,0,792,0
"Jacobus, L.M. and W.P. McCafferty.",2003,Revisionary contributions to North American ^Ephemerella^ and ^Serratella^ (Ephemeroptera: Ephemerellidae),,217,111,174,193,"Ephemerellidae, Ephemerella, Serratella, synonyms",,0,844,0
"Jacobus, L.M. and W.P. McCafferty.",2003.,A new synonym of ^Caudatella hystrix^ (Traver) (Ephemeroptera: Ephemerellidae).,,309,105,776,777,"Ephemerellidae, Caudatella,",,0,859,0
"Jacobus, L.M. and W.P. McCafferty.",2002.,New synonyms for three North American Ephemeroptera species.,,214,75,59,60,"Callibaetis pictus, Callibaetis centralis, Nixe criddlei, Nixe rosea, Rhithrogena plana, vitta",62,0,964,1
"Jacobus, L.M. and W.P. McCafferty.",2004.,Revisionary contributions to the genus ^Drunella^ (Ephemeroptera: Ephemerellidae).,,217,112,127,147,"Ephemerellidae, Drunella, synonyms, revision",,0,970,1
"Jacobus, L.M. and W.P. McCafferty.",2005.,Mayfly (Ephemeroptera) diversity in the Great Smoky Mountains.,Southeastern Biology,,52,45,46,Great Smoky Mountains,,0,971,0
"Jacobus, L.M. and W.P. McCafferty.",2003.,An introduction to the Smokey Mountain mayflies (Insecta: Ephemeroptera).,Southeastern Biology,0,50,358,360,,,0,973,1
"Jacobus, L.M. and W.P. McCafferty.",2002.,Analysis of some historically unfamiliar Canadian mayflies (Ephemeroptera).,,116,134,141,155,"Canada, rare species",,0,975,1
"Jacobus, L.M. and W.P. McCafferty.",2005.,"^Apobaetis futilis^ (McDunnough), a new combination in Nearctic Baetidae (Ephemeroptera)",,309,107,979,,"Baetidae, Apobaetis, futilis",,0,990,0
"Jacobus, L.M. and W.P. McCafferty.",2009.,New synonym of ^Procloen texanum^ McCafferty and Provonsha (Ephemeroptera: Baetidae).,,309,111,282,283,"Baetidae, Procloeon texanum, distinctum",,0,1114,0
"Jacobus, L.M., C.-F. Zhou, and W.P. McCafferty.",2004.,Revisionary contributions to the genus ^Torleya^ (Ephemeroptera: Ephemerellidae).,,217,112,153,175,"Ephemerellidae, Torleya",,0,972,1
"Jacobus, L.M., W.P. McCafferty, and R.W. Sites.",2005.,"Significant range extensions for ^Kangella^ and ^Vietnamella^ (Ephemeroptera: Ephemerellidae, Vietnamellidae).",,141,116,268,270,"Kangella, Vietnamella, Ephemerellidae, Vietnamellidae, Thailand",,0,1004,0
"Jacobus, Luke M.",2009,"Insecta, Ephemeroptera, Ephemerellidae, ^Teloganopsis subsolana^: Distribution extension and first report since its original description",Check List,,5,537,538,"Ephemerellidae, Teloganopsis subsolana",PDF,0,1142,1
"Jacobus, Luke M.",2010,Taxonomic review of the ^Caudatella heterocaudata^ (McDunnough) and ^C. hystrix^ (Traver) Complexes (Insecta: Ephemeroptera:Ephemerellidae),Psyche,,2010,1,5,"Ephemeroptera, Ephemerellidae, Caudatella heterocaudata, hystrix",PDF,0,1154,1
"Jacobus, Luke M. and W.P. McCafferty.",2004.,First larval description of ^Paraleptophlebia calcarica^ Rowbotham and Allen (Ephemeroptera: Leptophlebiidae).,,214,77,110,115,"Leptophlebiidae, Paraleptophlebia calcarica",,0,1063,1
"Jacobus, Luke M. and W.P. McCafferty.",2006.,"Reevaluation of the phylogeny of the Ephemeroptera Infraorder Pannota (Furcatergalia), with adjustments to higher classification.",,376,132,81,90,"Pannota, phylogeny, higher classification",,0,1071,1
"Jacobus, Luke M. and W.P. McCafferty.",2006.,Phylogenetic revision of Ephemerythidae (Ephemeroptera: Pannota).,,376,132,75,79,"Pannota, Ephemerythidae, higher classificatin phylogeny",,0,1072,0
"Jacobus, Luke M. and W.P. McCafferty.",2006.,"Notable records of Ephemeroptera (Baetiae, Leptophlebiidae, Metretopodidae) from Indiana, U.S.A.",,141,117,344,346,"Indiana, Baetidae, Leptophlebiidae, Metretopodidae",,0,1073,0
"Jacobus, Luke M. and W.P. McCafferty.",2005.,A new Oriental species of ^Uracanthella^ (Ephemeroptera: Ephemerellidae) from Thailand and Vietnam.,,141,117,276,280,"Thailand, Vietnam, Uracanthella, Ephemerellidae",,0,1074,0
"Jacobus, Luke M. and W.P. McCafferty.",2006.,"A new species of ^Acentrella^ Bengtsson (Ephemeroptera: Baetidae) from Great Smoky Mountains National Park, USA",,423,28,101,111,"Baetidae, Acentrella barbarae",PDF,0,1082,1
"Jacobus, Luke M. and W.P. McCafferty.",2008.,Revision of Ephemerellidae genera (Ephemeroptera).,,376,134,185,274,"Ephemerellidae, revision, systematics",PDF,1,1112,1
"Jacobus, Luke M., Robert L. Newell, and W.P. McCafferty.",2006.,"First adult and egg descriptions of ^Caudatella edmundsi (Ephemeroptera: Ephemerelidae) from Montana (U.S.A.), with habitat observations.",,141,117,175,180,"Ephemerellidae, Caudatella edmundsi",,0,1059,0
"Jacobus, Luke M., W.P. McCafferty, and Robert W. Sites.",2007.,A new species and first stage associations in ^Crinitella^ (Ephemeroptera: Ephemerellidae: Ephemerellinae).,,1917,1611,41,53,"Ephemerellidae, Crinitella, coheri, lacuna, Oriental, Vietnam, Thailand, India",PDF,0,1126,1
Jean-Luc Gattolliat.,2002.,Two new genera of Baetidae (Ephemeroptera; Insecta) from Madagascar.,,423,24,143,159,"Baetidae, Scutoptilum, Echinopus, Madagascar",,0,933,0
"Jensen, Steven L.",1974,A new genus of mayflies from North America (Ephemeroptera: Heptageniidae),,309,76,225,228,"taxonomy, new genus, mayflies, Ephemeroptera, Heptageniidae, Stenacron",,1,1,1
"Jensen, Steven L. and G.F. Edmunds, Jr.",1966.,A new species of ^Ephemerella^ from western North America.,,214,39,576,579,"Ephemerellidae, Ephemeroptera, Ephemerella, Idaho, Montana, Wyoming",,1,478,1
"Johnson, Stephen C.",1978.,Larvae of ^Ephemerella inermis^ and ^E. infrequens^.,,323,54,19,25,"Ephemerellidae, Ephemerella",,1,569,0
"Jop, K.M.",1991.,Concentration of metals in various larval stages of four Ephemeroptera species.,,1879,46,901,905,"Ephemeroptera, aquatic toxicology, heavy metals, toxicity, Ephemera, Ephemera danica, Ephemera vulgata, Ephemeridae, Leptophlebiidae, Leptophlebia vespertina, Baetidae, Baetis vernus",,0,393,1
"Kazanci, Milgun.",1984.,New Ephemeroptera (Insecta) records from Turkey.,,423,6,253,258,"Ephemeroptera, new records, Turkey",,0,63,1
"Kazanci, Nilgun",1987,"^Ecdyonurus necatii^, a new Ephemeroptera (Heptageniidae) species from Turkey",,423,9,17,20,"Ephemeroptera, Heptageniidae, Ecdyonurus, new species, Turkey",,0,9,1
"Keffermuller, Maria",1959.,New data concerning Ephemeroptera within the genus ^Ametropus^ Alb. And ^Behningia^ Lest.,The Poznan Society of Friends of Science.,,19,,,"Ametropus eatoni, Behningia lastage, Poland",,1,865,0
"Keffermuller, Maria",1960.,Investigations on the fauna of Ephemeroptera in great Poland.,The Poznan Society of Friends of Science.,0,19,,,"Poland, survey, Baetopus wartensis",,1,866,0
"Keffermuller, Maria",1972,Badania nad fauna jetek (Ephemeroptera) Wielkopolski. IV. [title complete???],Poznanskie Towarzystwo Przyjaciol Nauk [journal complete???],0,35,1,30,"Poland, diversity,",,1,883,0
"Kennedy, J.O. and J.G. Miller, III.",1990.,"A survey of the benthic macroinvertebrates of the Big Spring Basin, Iowa.",,1857,97,46,54,"bioodiversity, Iowa, survey",,0,303,1
"Kilgore, J.I. and R.K. Allen.",1973.,"Mayflies of the Southwest: New species, descriptions, and records (Ephemeroptera).",,15,80,35,40,"Choroterpes inornata, Paraleptophlebia altana, memoralis, Thraulodes brunneus, salinus, albertana, castanea, Serratella micheneri, Drunella grandis, Leptohyphes baumanni, quercus, phalarobranchus, Tricorythodes condylus, dimorphus, corpulentus, minutus",,0,229,1
"Kimmins, D.E.",1960.,"Notes on East African Ephemeroptera, with descriptions of new species.",,64,9,339,355,"Africa, new species, taxonomy, Oligoneuriidae, Heptageniidae, Baetidae, Leptophlebiidae, Tricorythidae, Euthyplocidae, Ephemeridae",,1,215,0
"Kimmins, D.E.",1934.,"Notes on the Ephemeroptera of the Godman and Salvin Collection, with descriptions of two new species.",,30,31,338,353,"Ephemeroptera, Mexico, Central America, Ephemeridae, Hexagenia mexicana, Leptophlebiidae, Choroterpes inornata, nervosa, Thraulus, primanus, versicolor, Thraulodes, lepidus, valens, hilaris, Leptohyphidae, Tricorythodes, explicatus","Leptohyphes brevissimus, Baetidae, Baetis salvini, eatoni, Isonychiidae, Isonychia, Ecdyonuridae, Heptagenia salvini",0,271,1
"Kimmins, D.E.",1956.,New species of Ephemeroptera from Uganda.,Bulletin of the British Museum (Natural History) Entomology,0,4,69,87,"Uganda, Africa, new species, Heptageniidae, Baetidae, Leptophlebiidae, Tricorythidae, Caenidae, Ephemeridae",PDF,1,823,1
"Kimmins, D.E.",1957.,"New species of the genus Dicercomyzon Demoulin (Ephemeroptera, Fam. Tricorythidae).",Bulletin of the British Museum (Natural History) Entomology,0,6,127,136,"Tricorythidae, new species, Africa, Dicercomyzon",,1,824,0
"Kimmins, D.E.",1942.,Keys to the British species of Ephemeroptera with keys to the genera of the nymphs.,"Freshwater Biological Association of the British Empire, Scientific Publication No. 7",0,7,1,64,"England, biodiversity,",,1,882,0
"Kimmins, D.E.",1972??,A revised key to the adults of the British species of Ephemeroptera with notes on their ecology.,"Freshwater Biological Association, Scientific Publication No. 15???",0,,1,74,"Ephemeroptera, England, biodiversity",,1,890,0
"Kimmins, D.E.",1955.,"Ephemeroptera from Nyasaland, with descriptions of three new species and some interesting nymphal forms.",,30,8,859,880,"Africa, new species",,0,1034,1
"Kjer, K.M.",2004.,Aligned 18S and Insect Phylogeny,Systematic Biology,,53,506,514,"Ephemeroptera, phylogeny, molecular",,0,996,1
"Klubertanz, T.H.",1995.,Survey of Iowa Mayflies (Ephemeroptera).,,214,68,20,26,"Ephemeroptera, Iowa, biodiversity, survey",,1,222,1
"Klubertanz, T.H. and C.R. Hess.",2001.,"Additional Illinois and Wisconsin mayfly records, including ^Homoeoneuria ammophila^ (Ephemeroptera: Oligoneuriidae) in Illinois.",,141,112,254,,"Wisconsin, Illinois, Homoeoneuria ammophila",,1,810,0
"Klubertanz, T.H. and D.M. Jones.",1999.,Adults of ^Camelobaetidius waltzi^ (Ephemeroptera: Baetidae) with field notes.,,141,110,173,176,"Camelobaetidius waltzi, biology, ecology",,1,753,0
"Klug, N.J.",1995.,"A catalogue of the type-specimens in the collection of the Zoological Institute, Russian Academy of Sciences, Insecta, Ephemeroptera.",Journal???Catalogue???,0,,1,52,"Ephemeroptera, museum, type species",,1,904,0
"Kluge, N. and J.C. Naranjo.",1990.,Mayflies of the Family Leptohyphidae (Ephemeroptera) of Cuba.,Russian Journal of some type,0,69,564,578,"Cuba, Tricorythodes, Leptohyphidae, new species",,0,873,0
"Kluge, N. J.",1992.,"Redescription of ^Leptohyphes eximis^ Eaton and diagnoses of the genera ^Leptohyphes^ and ^Tricorythodes^ based on the structure of the pterothorax (Ephemeroptera: Tricorythidae, Leptohyphinae).",Opusc. zool. flumin.,1897,98,1,16,"Leptohyphidae, Tricorythodes, Leptohyphes",,1,502,1
"Kluge, N., C.-F. Zhou, L.M. Jacobus, and W.P. McCafferty.",2004.,A new southeast Asian mayfly species (Ephemeroptera: Ephemerellidae: Ephemerellinae).,,217,112,148,152,"Ephemerellidae, Ephemerella zuadrata, China",,0,968,1
"Kluge, N., C.-F. Zhou, Luke M. Jacobus, and W.P. McCafferty.",2004.,A new southeast Asian mayfly species (Ephemeroptera: Ephemerellidae: Ephemerellinae).,,217,112,148,152,"Ephemerellidae, Ephemerella quadrata, Thailand, China",,0,1062,1
"Kluge, N.J.",1996.,"A new suborder of Thysanura for the Carboniferous insect originally described as larva of ^Bojophlebia^, with comments on characters of the orders Thysanura and Ephemeroptera.",,1684,4,71,80,"Ephemeroptera, Bojophlebia, Thysanura",,1,738,0
"Kluge, N.J.",1997.,"New subgenera of Holarctic mayflies (Ephemeroptera: Heptageniidae, Leptophlebiidae, Ephemerellidae).",,1684,5,233,235,"new subgenera, Caucasiron, Neoleptophlebia, Amurella",,1,774,0
"Kluge, N.J.",1994.,Pterothorax structure of mayflies (Ephemeroptera) and its use in systematics.,,1910,99,41,61,"systematics, morphology, pterothorax",,0,789,0
"Kluge, N.J.",1992.,Cuban mayflies of the family Baetidae (Ephemeroptera) 2. Subgenera ^Caribaetis^ subgen. N. and ^Americabaetis^ subgen. N. of the Genus ^Baetis^ s.l.,RUSSIAN JOURNAL OF SOME TYPE,0,71,13,20,"Cuba, Baetidae,",,0,888,0
"Kluge, N.J.",1992.,Cuban mayflies of the family Baetidae (Ephemeroptera) 3. Subgenus ^Fallceon^ of the genus ^Baetis^ s.l.,RUSSIAN JOURNAL OF SOME TYPE,0,71,38,48,"Cuba, Baetidae, Fallceon",,0,889,0
"Kluge, N.Y.",1989.,"Mayflies of the genus ^Heptagenia^ Walsh (Ephemeroptera, Heptageniidae) of the USSR.",,152,67,60,79,"Ephemeroptera, Heptagenia, Russia, systematics",,0,314,1
"Kluge, N.Y.",1993.,A revision of Leptophlebiidae of Cuba (Ephemeroptera).,,1684,2,247,285,"Cuba, Leptophlebiidae",,1,734,0
"Kluge, N.Y.",1994.,Habrophlebiinae subfam. N. with description of a new species of ^Habroleptoides^ from the Caucasus (Ephemeroptera: Leptophlebiidae).,,1684,3,35,43,"Leptophlebiidae, Habrophlebiinae, Habroleptoides, Caucasus, Russia",,1,735,0
